Time,Humidity,Temperature,Voltage,FanStatus
2019-10-01 16:14:47.630233,52.099998474121094,26.100000381469727,.62,0
2019-10-01 16:24:50.785902,67.19999694824219,27.5,12.60,0
2019-10-01 16:34:51.413695,67.0,27.399999618530273,12.62,0
2019-10-01 16:44:52.041490,67.5,28.600000381469727,12.62,0
2019-10-01 16:54:52.669142,65.19999694824219,29.700000762939453,12.60,0
2019-10-01 17:04:55.786867,61.400001525878906,31.100000381469727,12.60,0
2019-10-01 17:14:56.414693,61.29999923706055,31.0,12.62,0
2019-10-01 17:24:57.042542,60.0,31.5,12.62,0
2019-10-01 17:34:57.670140,58.79999923706055,32.0,12.62,0
2019-10-01 17:44:58.297663,58.0,32.29999923706055,12.60,0
2019-10-01 17:54:58.925381,57.400001525878906,32.599998474121094,12.60,0
2019-10-01 18:04:59.503412,56.70000076293945,32.79999923706055,12.60,0
2019-10-01 18:15:00.131179,56.099998474121094,33.0,12.62,0
2019-10-01 18:25:00.758961,55.79999923706055,33.099998474121094,12.62,0
2019-10-01 18:35:01.386762,55.599998474121094,33.20000076293945,12.60,0
2019-10-01 18:45:02.014507,55.400001525878906,33.29999923706055,12.60,0
2019-10-01 18:55:02.553161,54.599998474121094,33.400001525878906,12.62,0
2019-10-01 19:05:03.180498,53.400001525878906,33.400001525878906,,0
2019-10-01 19:15:03.808184,52.70000076293945,33.400001525878906,12.62,0
2019-10-01 19:25:04.374716,52.29999923706055,33.29999923706055,12.62,0
2019-10-01 19:35:04.947364,51.5,33.29999923706055,12.60,0
2019-10-01 19:45:05.510844,51.20000076293945,33.20000076293945,12.62,0
2019-10-01 19:55:06.043349,51.099998474121094,33.099998474121094,12.62,0
2019-10-01 20:05:06.628964,51.0,33.099998474121094,12.60,0
2019-10-01 20:15:07.210729,50.70000076293945,33.0,12.60,0
2019-10-01 20:25:10.366595,50.400001525878906,32.70000076293945,12.62,0
2019-10-01 20:35:10.994317,50.400001525878906,32.70000076293945,12.62,0
2019-10-01 20:45:11.622335,50.20000076293945,32.599998474121094,12.62,0
2019-10-01 20:55:12.250223,50.29999923706055,32.5,12.60,0
2019-10-01 21:05:12.877977,50.20000076293945,32.400001525878906,12.60,0
2019-10-01 21:15:13.505743,50.0,32.29999923706055,12.60,0
2019-10-01 21:25:14.133226,49.900001525878906,32.20000076293945,12.62,0
2019-10-01 21:35:19.816500,49.900001525878906,31.899999618530273,12.62,0
2019-10-01 21:45:20.444407,49.900001525878906,31.899999618530273,12.60,0
2019-10-01 21:55:21.072339,50.400001525878906,31.799999237060547,12.60,0
2019-10-01 22:05:21.673424,50.900001525878906,31.700000762939453,12.62,0
2019-10-01 22:15:22.300889,51.29999923706055,31.600000381469727,12.65,0
2019-10-01 22:25:25.456585,51.79999923706055,31.5,12.65,0
2019-10-01 22:35:26.084201,51.79999923706055,31.5,12.60,0
2019-10-01 22:45:26.711909,52.099998474121094,31.399999618530273,12.62,0
2019-10-01 22:55:27.339534,52.099998474121094,31.399999618530273,12.65,0
2019-10-01 23:05:27.936328,52.400001525878906,31.299999237060547,12.62,0
2019-10-01 23:15:28.564081,52.70000076293945,31.299999237060547,12.60,0
2019-10-01 23:25:29.106980,53.099998474121094,31.299999237060547,12.62,0
2019-10-01 23:35:29.734527,53.20000076293945,31.299999237060547,12.60,0
2019-10-01 23:45:30.287370,53.29999923706055,31.399999618530273,12.62,0
2019-10-01 23:55:30.902356,53.5,31.399999618530273,12.62,0
2019-10-02 00:05:31.448685,53.70000076293945,31.399999618530273,12.60,0
2019-10-02 00:15:32.019883,53.70000076293945,31.399999618530273,12.62,0
2019-10-02 00:25:32.593978,54.099998474121094,31.399999618530273,12.60,0
2019-10-02 00:35:33.124793,54.400001525878906,31.399999618530273,12.62,0
2019-10-02 00:45:33.673077,54.70000076293945,31.399999618530273,12.62,0
2019-10-02 00:55:34.214535,54.900001525878906,31.399999618530273,12.62,0
2019-10-02 01:05:34.785762,55.20000076293945,31.399999618530273,12.60,0
2019-10-02 01:15:35.413550,55.5,31.399999618530273,12.62,0
2019-10-02 01:25:35.999746,55.599998474121094,31.399999618530273,12.62,0
2019-10-02 01:35:36.613211,55.79999923706055,31.399999618530273,12.60,0
2019-10-02 01:45:37.240977,56.099998474121094,31.399999618530273,12.62,0
2019-10-02 01:55:37.796139,56.20000076293945,31.399999618530273,12.60,0
2019-10-02 02:05:38.424089,56.099998474121094,31.399999618530273,12.60,0
2019-10-02 02:15:39.051916,56.20000076293945,31.5,12.62,0
2019-10-02 02:25:39.673155,56.29999923706055,31.399999618530273,12.60,0
2019-10-02 02:35:40.300990,56.5,31.5,12.60,0
2019-10-02 02:45:40.873326,56.5,31.5,12.62,0
2019-10-02 02:55:41.501246,56.5,31.5,12.62,0
2019-10-02 03:05:42.129067,56.5,31.5,12.60,0
2019-10-02 03:15:42.713296,56.5,31.5,12.62,0
2019-10-02 03:25:43.341106,56.099998474121094,31.5,12.62,0
2019-10-02 03:35:46.497039,55.5,31.5,12.60,0
2019-10-02 03:45:47.124812,55.5,31.5,12.62,0
2019-10-02 03:55:47.752722,55.29999923706055,31.5,12.62,0
2019-10-02 04:05:53.436452,54.900001525878906,31.399999618530273,12.60,0
2019-10-02 04:15:54.064156,55.0,31.399999618530273,12.60,0
2019-10-02 04:25:54.691960,54.79999923706055,31.5,12.60,0
2019-10-02 04:35:55.273176,54.5,31.399999618530273,12.60,0
2019-10-02 04:45:55.900825,54.400001525878906,31.399999618530273,12.62,0
2019-10-02 04:55:56.528526,54.5,31.399999618530273,12.62,0
