Time,Humidity,Temperature,Voltage,Current,Power
1200.0,84.4,-12.9,11.92,11.4,134.14634146341464
1210.0,59.6,-11.2,11.92,11.1,135.3658536585366
1220.0,52.1,-16.3,11.91,11.28,131.70731707317074
1230.0,58.1,-18.4,11.89,11.22,134.14634146341464
1240.0,62.2,-19.8,11.88,11.4,135.3658536585366
1250.0,80.2,-17.6,11.88,11.1,131.70731707317074
1260.0,57.2,-17.3,11.87,10.79,135.3658536585366
1270.0,65.7,-18.6,11.86,10.98,131.70731707317074
1280.0,57.8,-19.7,11.85,10.98,131.70731707317074
1290.0,61.0,-20.4,11.84,11.22,131.70731707317074
1300.0,57.5,-21.1,11.84,11.1,131.70731707317074
1310.0,76.8,-19.5,11.83,11.22,134.14634146341464
1320.0,81.8,-17.0,11.83,11.1,134.14634146341464
1330.0,79.8,-14.9,11.83,11.22,131.70731707317074
1340.0,54.5,-15.1,11.82,11.22,129.26829268292684
1350.0,54.3,-18.5,11.82,10.98,129.26829268292684
1360.0,97.1,-17.9,11.81,10.98,134.14634146341464
1370.0,60.9,-17.4,11.81,10.98,129.26829268292684
1380.0,58.6,-18.6,11.8,11.22,131.70731707317074
1390.0,73.3,-18.7,11.8,11.1,131.70731707317074
1400.0,59.8,-17.8,11.8,11.1,129.26829268292684
1410.0,59.8,-17.8,11.79,11.1,129.26829268292684
