Time,Humidity,Temperature,Voltage,fan,heat
10/11 17:24,46.4,24.0,0,0,0
10/11 17:24,46.4,23.9,0,0,0
10/11 17:24,46.4,23.9,0,0,0
10/11 17:24,46.4,23.9,0,0,0
