Time,Humidity,Temperature,Voltage,Current,Power,fan,heat
360.0,46.7,38.3,12.45,13.48,168.29,1,0
370.0,46.6,38.2,12.44,13.41,169.51,1,0
380.0,46.7,38.4,12.43,13.6,169.51,1,0
390.0,46.6,38.4,12.42,13.6,169.51,1,0
400.0,46.8,38.4,12.41,13.48,168.29,1,0
410.0,46.7,38.5,12.4,13.72,168.29,1,0
420.0,46.6,38.4,12.4,13.72,168.29,1,0
430.0,46.5,38.5,12.39,13.72,165.85,1,0
440.0,46.5,38.5,12.38,13.6,165.85,1,0
450.0,46.5,38.6,12.37,13.17,168.29,1,0
460.0,46.3,38.6,12.36,13.41,165.85,1,0
470.0,46.1,38.5,12.36,13.41,165.85,1,0
480.0,46.1,38.5,12.34,13.6,169.51,1,0
490.0,46.1,38.5,12.34,13.17,165.85,1,0
500.0,46.1,38.6,12.33,13.48,169.51,1,0
510.0,46.1,38.6,12.32,13.29,163.41,1,0
520.0,46.1,38.6,12.32,13.41,163.41,1,0
530.0,46.1,38.6,12.32,13.17,162.2,1,0
540.0,46.2,38.6,12.3,13.78,165.85,1,0
550.0,46.1,38.6,12.3,13.41,165.85,1,0
560.0,45.9,38.6,12.29,13.6,162.2,1,0
570.0,45.9,38.6,12.28,13.41,163.41,1,0
580.0,45.8,38.6,12.28,13.29,165.85,1,0
590.0,45.7,38.5,12.27,13.41,165.85,1,0
600.0,45.8,38.6,12.26,13.48,165.85,1,0
610.0,45.8,38.5,12.26,13.6,163.41,1,0
620.0,45.9,38.6,12.24,13.11,163.41,1,0
630.0,45.7,38.5,12.24,13.48,163.41,1,0
640.0,45.8,38.5,12.24,13.29,163.41,1,0
650.0,45.9,38.5,12.23,13.6,163.41,1,0
660.0,45.8,38.4,12.22,13.41,163.41,1,0
670.0,45.8,38.4,12.22,13.29,163.41,1,0
680.0,45.7,38.4,12.22,13.17,162.2,1,0
690.0,45.6,38.4,12.21,13.41,162.2,1,0
700.0,45.6,38.3,12.2,13.17,162.2,1,0
710.0,45.7,38.3,12.2,13.17,162.2,1,0
720.0,45.6,38.2,12.19,13.17,163.41,1,0
730.0,45.6,38.2,12.18,13.29,163.41,1,0
740.0,45.9,38.3,12.18,13.48,159.76,1,0
750.0,45.8,38.2,12.17,13.29,159.76,1,0
760.0,45.7,38.3,12.16,13.72,162.2,1,0
770.0,45.7,38.3,12.16,13.11,159.76,1,0
780.0,45.6,38.3,12.15,13.41,159.76,1,0
790.0,45.5,38.2,12.15,13.41,159.76,1,0
800.0,45.5,38.2,12.14,12.99,162.2,1,0
810.0,45.5,38.2,12.14,13.41,163.41,1,0
820.0,45.5,38.2,12.13,12.99,157.32,1,0
830.0,45.4,38.1,12.13,13.11,162.2,1,0
840.0,45.4,38.1,12.12,13.29,162.2,1,0
850.0,45.5,38.1,12.12,13.41,162.2,1,0
860.0,45.4,38.1,12.11,13.6,162.2,1,0
870.0,45.4,38.0,12.1,13.11,162.2,1,0
880.0,45.4,38.1,12.1,12.99,159.76,1,0
890.0,45.4,38.1,12.1,13.29,157.32,1,0
900.0,45.2,38.0,12.09,12.8,163.41,1,0
910.0,45.2,38.0,12.08,13.29,157.32,1,0
920.0,45.1,38.0,12.08,13.17,157.32,1,0
930.0,45.2,37.9,12.07,12.99,156.1,1,0
940.0,45.2,37.9,12.07,13.17,157.32,1,0
950.0,45.3,38.0,12.06,13.29,157.32,1,0
960.0,45.1,38.0,12.06,13.17,159.76,1,0
970.0,45.1,38.0,12.05,13.29,156.1,1,0
980.0,45.0,37.9,12.05,12.93,159.76,1,0
990.0,45.0,37.9,12.04,13.17,157.32,1,0
1000.0,45.0,37.9,12.04,13.11,157.32,1,0
1010.0,45.1,37.9,12.03,12.8,156.1,1,0
1020.0,45.1,37.9,12.03,12.93,157.32,1,0
1030.0,45.0,37.9,12.02,13.11,156.1,1,0
1040.0,45.0,37.8,12.02,13.11,157.32,1,0
1050.0,44.8,37.8,12.02,12.93,157.32,1,0
1060.0,45.8,37.8,12.01,13.17,156.1,1,0
1070.0,46.5,38.0,12.0,13.29,157.32,1,0
1080.0,46.8,38.1,12.0,13.17,157.32,1,0
1090.0,46.9,38.3,11.99,13.17,157.32,1,0
1100.0,46.6,38.4,11.99,13.17,157.32,1,0
1110.0,46.5,38.3,11.98,12.99,157.32,1,0
1120.0,46.3,38.4,11.98,13.29,157.32,1,0
1130.0,46.1,38.4,11.98,12.93,156.1,1,0
1140.0,45.9,38.4,11.97,13.17,157.32,1,0
1150.0,45.2,38.4,11.96,13.11,156.1,1,0
1160.0,45.2,38.4,11.96,12.93,156.1,1,0
1170.0,45.0,38.4,11.95,12.99,156.1,1,0
1180.0,44.7,38.4,11.95,12.99,157.32,1,0
1190.0,44.3,38.4,11.95,13.17,156.1,1,0
1200.0,44.0,38.3,11.94,12.93,156.1,1,0
1210.0,43.7,38.3,11.94,13.41,156.1,1,0
1220.0,43.6,38.4,11.93,13.11,153.66,1,0
1230.0,43.3,38.4,11.92,13.11,156.1,1,0
1240.0,43.1,38.4,11.92,12.99,156.1,1,0
1250.0,42.8,38.4,11.91,13.11,156.1,1,0
1260.0,42.5,38.4,11.91,13.11,157.32,1,0
1270.0,41.7,38.4,11.9,12.99,153.66,1,0
1280.0,41.7,38.4,11.9,12.99,156.1,1,0
1290.0,41.4,38.4,11.89,12.68,153.66,1,0
1300.0,40.9,38.4,11.89,12.93,153.66,1,0
1310.0,40.3,38.3,11.88,12.93,153.66,1,0
1320.0,39.9,38.4,11.87,12.8,156.1,1,0
1330.0,39.4,38.4,11.87,12.99,153.66,1,0
1340.0,38.7,38.4,11.86,12.99,152.44,1,0
1350.0,38.0,38.3,11.86,12.93,150.0,1,0
1360.0,37.6,38.4,11.85,12.8,153.66,1,0
1370.0,36.7,38.4,11.84,12.8,156.1,1,0
