Time,Humidity,Temperature,Voltage
2019-10-01 03:35:53.144129,75.19999694824219,24.799999237060547,12.92
2019-10-01 03:45:53.772335,76.19999694824219,24.700000762939453,12.92
2019-10-01 03:55:54.394362,76.30000305175781,24.600000381469727,12.92
2019-10-01 04:05:54.930597,76.9000015258789,24.600000381469727,12.92
2019-10-01 04:15:55.490692,77.5,24.5,12.92
2019-10-01 04:25:56.074025,78.5,24.399999618530273,12.89
2019-10-01 04:35:56.644151,78.80000305175781,24.299999237060547,12.89
2019-10-01 04:45:57.272056,79.4000015258789,24.200000762939453,12.92
2019-10-01 04:55:57.893967,79.5,24.200000762939453,12.92
2019-10-01 05:05:58.450509,79.5,24.200000762939453,12.92
2019-10-01 05:15:59.078278,80.19999694824219,24.100000381469727,12.92
2019-10-01 05:25:59.666525,80.5,24.0,12.92
