Time,Humidity,Temperature,Voltage
2019-09-30 14:14:29.577310,57.29999923706055,24.5,2.92
2019-09-30 14:24:30.124801,57.0,24.399999618530273,12.92
2019-09-30 14:34:30.752782,73.80000305175781,26.700000762939453,12.92
2019-09-30 14:44:31.320561,66.19999694824219,29.100000381469727,12.92
2019-09-30 14:54:31.918317,57.70000076293945,30.700000762939453,12.89
2019-09-30 15:04:32.534700,55.70000076293945,31.399999618530273,12.89
2019-09-30 15:14:33.162754,54.29999923706055,32.599998474121094,12.92
2019-09-30 15:24:33.704021,52.400001525878906,33.400001525878906,12.89
2019-09-30 15:34:34.280304,49.79999923706055,34.099998474121094,12.89
2019-09-30 15:44:37.357484,47.29999923706055,35.0,12.87
2019-09-30 15:54:37.889742,47.29999923706055,34.900001525878906,12.92
2019-09-30 16:04:40.985448,45.5,36.099998474121094,12.89
2019-09-30 16:14:41.613399,45.29999923706055,36.0,12.89
2019-09-30 16:24:42.241351,44.70000076293945,36.400001525878906,12.89
2019-09-30 16:34:42.799858,44.20000076293945,36.900001525878906,12.87
2019-09-30 16:44:43.427782,43.70000076293945,37.099998474121094,12.92
2019-09-30 16:54:44.055590,42.5,37.5,12.89
2019-09-30 17:04:47.172534,42.29999923706055,38.099998474121094,12.92
2019-09-30 17:14:47.800434,42.20000076293945,38.099998474121094,12.92
2019-09-30 17:24:48.422117,41.599998474121094,38.099998474121094,12.92
2019-09-30 17:34:49.050047,41.29999923706055,38.0,12.92
2019-09-30 17:44:49.677825,42.0,37.400001525878906,12.89
2019-09-30 17:54:50.305784,42.900001525878906,36.70000076293945,12.89
2019-09-30 18:04:50.933637,43.79999923706055,36.400001525878906,12.92
2019-09-30 18:14:51.561468,44.20000076293945,36.099998474121094,12.92
2019-09-30 18:24:54.627319,45.0,35.70000076293945,12.89
2019-09-30 18:34:55.255048,45.0,35.70000076293945,12.92
2019-09-30 18:44:55.882985,45.599998474121094,35.29999923706055,12.92
2019-09-30 18:54:56.506256,46.5,34.79999923706055,12.89
2019-09-30 19:04:57.085411,47.099998474121094,34.70000076293945,12.92
2019-09-30 19:14:57.653991,46.79999923706055,34.400001525878906,12.89
2019-09-30 19:25:00.717363,47.900001525878906,34.0,12.89
2019-09-30 19:35:01.345317,47.900001525878906,33.900001525878906,12.92
2019-09-30 19:45:01.945837,47.70000076293945,33.599998474121094,12.92
2019-09-30 19:55:02.527234,48.0,33.29999923706055,12.92
2019-09-30 20:05:03.144037,48.79999923706055,32.900001525878906,12.92
2019-09-30 20:15:03.772006,49.29999923706055,32.70000076293945,12.92
2019-09-30 20:25:04.393986,49.599998474121094,32.400001525878906,12.92
2019-09-30 20:35:05.021855,49.79999923706055,32.20000076293945,12.89
2019-09-30 20:45:05.644126,50.099998474121094,32.0,12.89
2019-09-30 20:55:06.196406,50.599998474121094,31.799999237060547,12.92
2019-09-30 21:05:06.824537,50.900001525878906,31.600000381469727,12.92
2019-09-30 21:15:07.393892,51.20000076293945,31.299999237060547,12.92
2019-09-30 21:25:08.021736,51.5,31.299999237060547,12.92
2019-09-30 21:35:08.644188,51.900001525878906,31.100000381469727,12.92
2019-09-30 21:45:11.800067,52.70000076293945,30.700000762939453,12.92
2019-09-30 21:55:12.393922,52.599998474121094,30.700000762939453,12.92
2019-09-30 22:05:13.021651,53.29999923706055,30.600000381469727,12.92
2019-09-30 22:15:13.644082,53.5,30.399999618530273,12.89
2019-09-30 22:25:14.268761,53.900001525878906,30.399999618530273,12.92
2019-09-30 22:35:14.894223,54.099998474121094,30.299999237060547,12.89
2019-09-30 22:45:15.476083,54.5,30.200000762939453,12.92
2019-09-30 22:55:16.042936,54.79999923706055,30.0,12.92
2019-09-30 23:05:16.667907,55.29999923706055,29.799999237060547,12.92
2019-09-30 23:15:19.824140,59.099998474121094,28.100000381469727,12.92
2019-09-30 23:25:20.393985,59.0,28.0,12.92
2019-09-30 23:35:23.554718,62.400001525878906,27.299999237060547,12.89
2019-09-30 23:45:24.144027,62.29999923706055,27.299999237060547,12.92
2019-09-30 23:55:24.771859,63.20000076293945,27.100000381469727,12.92
2019-10-01 00:05:25.394602,64.4000015258789,26.899999618530273,12.92
2019-10-01 00:15:25.993420,65.0999984741211,26.700000762939453,12.92
2019-10-01 00:25:26.542990,65.5999984741211,26.600000381469727,12.92
2019-10-01 00:35:27.144098,65.9000015258789,26.5,12.92
2019-10-01 00:45:27.771816,66.30000305175781,26.399999618530273,12.92
2019-10-01 00:55:28.394043,66.80000305175781,26.200000762939453,12.92
2019-10-01 01:05:28.922107,67.4000015258789,26.100000381469727,12.92
2019-10-01 01:15:29.463597,68.0,26.100000381469727,12.92
2019-10-01 01:25:32.552632,69.30000305175781,25.799999237060547,12.87
2019-10-01 01:35:33.179412,69.19999694824219,25.700000762939453,12.89
2019-10-01 01:45:36.287757,70.30000305175781,25.5,12.92
2019-10-01 01:55:36.893088,70.5999984741211,25.5,12.87
2019-10-01 02:05:42.577311,71.5999984741211,25.399999618530273,12.89
2019-10-01 02:15:43.144191,71.5999984741211,25.399999618530273,12.89
2019-10-01 02:25:43.772156,72.19999694824219,25.299999237060547,12.87
2019-10-01 02:35:44.394206,72.5999984741211,25.200000762939453,12.87
2019-10-01 02:45:45.022210,73.0,25.200000762939453,12.92
2019-10-01 02:55:48.177589,73.5999984741211,25.100000381469727,12.87
2019-10-01 03:05:48.805628,73.5999984741211,25.100000381469727,12.92
2019-10-01 03:15:51.922601,74.5999984741211,25.0,12.89
2019-10-01 03:25:52.550580,74.5,24.899999618530273,12.89
